price,bedrooms,bathrooms,sqft_living,sqft_lot
736000,2,1,1500,4000
355000,3,1.75,1730,7416
305000,3,1,1580,7424
484998,4,2.5,1540,1870
1054690,4,3.5,3390,3979
334500,2,1.5,830,1858
475000,4,2.75,2620,6178
309780,3,2.5,2242,4500
795000,4,2.5,2890,7798
274500,3,2.25,1450,4050
265050,2,1.5,800,2119
567500,3,2.5,2280,2502
915000,3,4.5,3850,62726
285000,5,2.5,2270,6300
445838,3,2.5,2250,5692
304900,4,1.75,2600,11325
940000,4,2,2490,9525
1127000,4,2.5,3160,8281
835000,4,4.25,4930,25714
290000,3,1,1440,11250
250000,3,1.75,1770,8868
342000,4,2.5,2300,6448
1012000,4,2.5,2980,16263
400000,4,2.25,2230,7200
312500,3,1.75,1830,7969
267000,3,1,1740,10875
575000,3,1.75,1530,6743
810000,3,1.5,1520,9041
850000,3,2.5,3230,5000
1015000,3,3.25,3620,4000
1100000,4,3.75,5070,60123
240000,3,1.75,1570,8750
198000,4,1.75,2080,7200
565000,4,2.5,2230,8624
1195000,5,3,3420,18129
340000,8,2.75,2790,6695
815000,4,2.5,3150,4203
1875000,4,3.25,3930,10929
588000,5,3,2190,4900
280500,4,2.5,1890,6962
390000,4,2,1900,76877
509000,2,1.5,1930,3521
490600,3,2.5,3316,11447
650000,3,1.5,1380,4500
715000,3,4,2080,2250
529950,3,1,1240,5000
265000,3,1,1020,8610
1755000,3,2,2360,4800
1140000,3,2.5,2780,33503
610000,3,2,2300,13418
554729,4,2.5,2020,4350
395000,5,1.75,1840,10453
341000,3,1,1390,4814
264500,4,2.25,2060,11385
395000,4,2.75,2640,35070
640000,3,2.25,1980,10115
430000,3,1.5,1810,5080
410000,4,2.5,1700,9000
220000,4,1,1200,6000
1625000,4,3.25,2980,3600
405500,2,2.75,1350,1252
633000,4,2.5,2360,10000
295950,2,1,1190,6200
1042031,4,5,4110,43560
605000,4,2.5,2800,10786
255000,2,1.5,920,1598
474000,3,1.75,1530,8000
370000,2,1,860,5040
288000,3,2.5,1520,3593
100000,2,0.75,660,5240
1150000,5,2.5,3580,8921
600000,5,2.25,3000,13899
515000,5,3.25,2740,9629
345000,4,2.5,2040,5523
975000,6,2.75,2520,54160
850000,3,2,2470,8800
439990,3,2.5,1930,1348
554950,3,2.5,2950,10254
605000,3,2.5,2610,6405
609000,3,1.75,1630,1526
425000,3,1.5,1400,1022
399900,2,1.75,1410,1005
1025000,4,3.5,4370,10860
2351956,4,4.25,5010,19412
519995,4,3,2590,6160
625000,3,1.5,1300,7200
600000,3,2.5,2320,7609
1200000,4,2.5,2700,4275
1738000,4,2.25,2920,6513
671000,4,3,3130,5700
459500,3,1.75,1470,4950
499000,3,2.5,1540,1326
1280000,4,2.5,3160,4620
395000,3,1.75,1480,7700
861990,5,2.75,3595,5639
382500,2,1,1190,4440
404950,4,2.25,2340,217014
530000,3,1.75,1320,2500
195000,2,1,1190,27007
747500,4,2.25,2350,18600
199990,3,1,1100,8560
548800,4,1,1660,4704
870000,4,3,3040,36246
588000,3,2,1860,4777
775000,4,3.25,4100,241322
670000,6,3,4050,36171
445000,2,2,1240,2500
300000,4,3,2200,10800
480000,3,2.25,1680,9090
300000,3,1,930,5160
360000,3,1.5,1800,22000
527000,6,3.5,3000,8401
875000,3,1.5,1820,12686
266000,4,2.25,1995,7102
866000,4,3.25,3990,9786
335950,2,1.5,800,5192
215000,3,1,960,9563
481000,4,2.5,2286,8269
320000,3,1.75,2220,11646
295000,3,1.75,1940,7500
295000,3,1.5,1640,7222
320000,3,1,1120,10576
780000,4,2,2600,4800
437500,3,2,1490,4800
443000,5,1.75,1650,3000
575000,4,2.5,2400,6137
245000,2,1,1500,6685
450000,3,2.5,1990,12793
536000,2,1.5,1130,746
685000,3,3.25,2030,11070
373000,4,1.75,1590,7920
450000,3,1.75,1480,8394
645000,4,2.5,2690,18653
1275000,3,2.5,3870,46609
230000,3,1,1390,6000
593000,3,2.75,1830,1850
558000,2,2,1580,5750
538250,3,2.25,2590,15229
475000,5,2.5,2510,8050
209950,3,1.5,1180,7300
410000,3,2.25,1450,19206
1636000,3,2.5,3110,6765
670000,5,2.5,2860,68519
821000,3,2.75,2760,8476
665000,5,2,2800,17788
339000,3,2.5,1450,3748
631500,4,2,2530,5650
570000,3,2,1640,2808
437000,3,1.75,2220,17568
542500,3,2.5,2040,10086
229500,3,1,1230,6000
170500,2,1,1060,7700
391500,3,2.5,1920,9625
296475,3,2.5,1520,4170
1450000,4,3.25,3770,4103
888550,3,2.5,3540,38322
1360000,4,3,5430,108900
328000,3,2,2250,7904
300000,4,2.5,2090,5195
500000,3,2.5,1720,3012
494815,3,2.5,1910,2091
378000,3,2.5,1601,2491
505000,2,2.25,1060,1209
680000,4,2.75,2330,3920
351999,3,2.5,2370,4200
510000,3,2.5,1420,1237
1300000,4,2.25,2360,4000
374000,2,1.5,1260,1575
509900,3,2.5,3030,9053
230000,3,1.75,1140,1201
527700,5,2.5,2820,9375
438000,2,2,1270,1372
900000,3,2.5,3180,12600
1131000,3,2.25,2790,13791
439000,4,2.25,2570,9503
315000,2,1,1080,2674
765000,4,4,3010,7221
332000,3,2.25,2120,14915
600000,3,2.25,1900,46609
378500,3,2.5,2860,43821
190000,3,1,910,10575
645000,4,2.5,2850,37522
780000,2,2.5,2560,2500
370000,3,1.75,1570,16817
875000,4,3.5,3110,108464
1049000,4,3.75,4740,126759
479000,3,1,1340,13750
245000,4,2.25,2600,6390
542000,3,1.75,1070,8030
557500,3,2.25,1820,9670
480000,2,1,1060,3040
330000,3,2.25,2220,4060
160000,3,1,1350,8700
695500,5,2.75,2510,9180
235500,5,2.5,2340,13713
326500,3,1,1060,7920
300000,4,2.5,2200,8065
267000,3,1,1400,8100
292600,3,1.5,1520,7123
362000,5,3,1810,3000
1087500,2,2,2360,11340
357562,2,1.75,1210,1032
789900,3,2.5,3420,25150
513000,3,2.5,1810,4592
336000,3,2.25,2760,10160
560000,4,2.25,1950,9800
1150000,3,2.5,3830,48743
410000,4,2.25,2060,7283
371500,3,1,1650,6400
368000,4,1.75,2100,11942
650000,4,3,3720,57499
308950,4,2.5,1920,8562
440000,3,2,1860,217800
630000,2,2.5,2290,3507
228950,3,1.75,1200,9085
782000,4,3.5,5270,53428
245000,3,2.5,1600,2788
410000,4,2.5,2560,4020
427550,2,1,880,4000
235000,2,1,1020,7920
210000,3,2,960,9380
485000,4,2.25,1900,7200
410000,3,2,1320,6000
435000,4,2.75,2230,9640
300000,3,1,1150,7314
455000,4,3.5,3440,6000
210000,3,1,1070,8179
1050000,4,2.75,2250,3433
458400,4,2.5,1910,10300
390000,3,1.75,1180,16552
148226,3,1,1400,7360
711600,4,3,3580,9316
819000,3,2.75,3176,13391
613000,2,2,1170,1890
592350,2,2,1570,4665
232000,3,1.5,1460,15000
250000,3,1.75,1140,10400
115000,1,2,1150,9812
1115000,4,2.5,3180,31931
585000,4,2.5,2630,6185
580000,3,2.25,1940,5980
165000,1,1,850,8050
430000,3,2,1550,6039
383000,3,2.25,2090,15000
1195000,4,3.5,3960,6654
201500,3,1,1320,5000
690000,4,2.5,3220,35400
325000,2,1,800,7260
375000,3,1.75,1660,9673
600000,4,2.5,2250,11370
340000,3,2.25,2120,13090
890000,4,2.75,2310,4020
415000,4,1.75,1920,7700
255000,3,1.75,1550,9720
530000,2,2.5,1785,779
468000,3,1.5,1830,9848
970000,5,2.75,3500,5040
599000,3,2,2560,14680
399500,4,1.75,1360,4840
2458000,4,5.25,6500,14986
1205000,4,3.5,3150,5500
325000,2,1,810,4080
1135250,5,4,7320,217800
568000,4,1.75,2790,17476
517000,2,1.5,1920,3408
469950,4,2.75,2530,14178
1675000,3,2.5,3490,8343
2180000,6,2.75,4710,11000
623000,3,1.75,2050,16313
720000,4,2.25,2410,8400
205000,3,1,1180,8240
148000,2,1,630,4200
950000,3,2.5,3480,7800
405000,3,1.5,1010,7683
293000,3,2.25,1910,3481
550000,3,3.5,2490,3582
435000,4,2.5,2150,3143
355000,4,2.75,3000,5470
673000,3,2.75,2830,3496
449990,4,2.5,2680,5539
249000,2,1.5,1090,2686
380000,4,2.5,1984,32400
760005,4,2.75,3090,5859
674600,4,2.5,2610,5140
812000,4,3.5,3370,3634
333490,4,2.5,2250,3916
320000,3,3.25,1450,1387
999000,4,2.5,3130,10849
810000,2,2.75,2700,8572
399950,5,2.75,1970,5400
550000,3,2,1970,4166
290000,3,1.5,1950,15954
232500,3,1.5,1940,9887
1355000,4,3.5,3550,11000
565000,3,2.5,2500,7394
749950,4,2.75,2910,18700
720500,4,2.5,3350,35298
507000,3,1.75,2140,40098
989000,5,4.5,4030,13474
463000,4,2.5,1980,6660
310000,3,1.5,1460,9908
284000,4,1.75,1880,8800
737500,3,1.75,2320,10900
569000,3,3.25,2220,8227
700000,3,1,1410,7200
660000,3,1,1240,3500
275000,4,2,2030,8426
570000,6,3.75,4000,6015
150000,3,0.75,490,38500
356000,3,2.5,1590,3411
610000,3,2.5,2630,5827
498800,2,1.75,1350,4614
226550,3,1,990,4440
692500,4,2.75,3710,7984
250000,3,1,990,8062
660000,4,2.5,2510,4543
295000,2,1,800,6500
154950,4,1,1600,10183
409124,5,3.25,3320,11340
287000,5,1.5,1730,9230
810000,4,1.75,2000,3988
525000,4,2.75,2910,6308
525000,4,1.75,1710,10440
275000,3,1,1200,7800
583000,3,2.5,2600,5100
237950,2,1.75,1460,7926
1065000,4,3.75,4260,9800
679000,4,2.75,2100,4480
1465000,6,4.5,4230,6420
410000,3,1.75,1660,6250
306000,3,1,1450,7200
215000,4,1.5,1860,5040
594950,4,2.5,2720,10006
1250000,4,2.5,2920,5500
305000,3,1.5,1800,12196
425000,2,1,1320,8830
215000,3,1.75,1770,29004
480000,5,2.75,2550,7725
550000,4,1.75,2150,9000
750000,4,2.5,3020,7465
137124,3,1,960,27442
840000,3,2,2783,11177
624800,3,2,2250,14274
630000,3,1.75,1710,8767
590000,3,2.5,2650,9380
599950,3,3.25,1830,1804
299880,3,2.5,1460,3044
400000,3,2,1760,6875
560000,3,2.5,1960,6058
229000,4,2.25,2010,7688
525000,4,2.5,3670,9958
737000,2,2.25,2290,9772
680000,3,2,1780,5720
635000,4,2.5,3080,35430
740000,4,2.5,3360,15091
335500,3,1,1370,6780
270000,4,2.5,1660,8063
1037000,4,3.5,4440,10660
450000,5,2.5,2850,209523
379000,3,2.5,1530,2913
468000,4,2.5,2100,8400
321500,1,1,730,1942
443000,3,2.25,1920,8223
340000,3,1,1600,7324
470000,4,2.25,2380,17199
545000,3,2.5,2760,17377
415000,4,1.5,1840,11367
599000,7,2.5,2580,5750
759000,4,1.75,2100,4750
300000,4,1.75,1820,5015
1681000,5,5.25,4830,18707
359000,3,1.5,1550,4980
550000,4,1,1440,3600
395000,2,1,930,6380
486000,4,2.5,3560,12047
187000,2,1,840,11600
734950,4,3.25,4280,47179
284000,3,1.5,1500,10018
696000,4,3.5,3650,38546
380000,2,1,780,3910
625000,4,1,1600,5500
252000,4,1.75,1120,8250
560000,2,1,1010,9219
395000,4,2.75,1970,37026
900000,4,2.5,2230,4372
2680000,5,3,4290,20445
625000,3,1.75,3160,76230
580000,3,1.75,1850,5100
309000,3,2.25,1980,8755
412000,4,3.5,3360,9767
495000,3,2,2660,192099
215000,3,1,1200,7280
741500,2,2.5,2150,5760
749000,3,2.75,2820,5348
659950,4,2.75,3510,9400
530000,3,2.5,1790,3078
749000,4,2.75,2700,6000
2321000,5,4.75,5780,17004
595000,4,3.25,3730,4560
487000,4,2.5,2540,5001
760000,4,2.25,3300,8365
1240000,5,3.5,5430,10327
435000,4,2.5,2550,5200
374950,3,2.25,1390,1484
440000,3,1.5,1270,1413
360000,4,2.5,2380,5000
879000,4,2.5,3360,22111
1550000,5,4.25,6070,171626
505000,2,1,1240,57000
545000,2,2,2930,14057
600000,2,2.5,2410,102366
775000,6,2.75,2980,5000
725000,2,1.75,1950,2719
610000,4,2.75,2600,36583
350000,4,1,1170,8147
410000,3,1,1470,6500
639000,4,2,1840,5419
439000,4,2,1560,7500
499950,4,1.75,1520,7700
800000,3,2.75,2220,4000
350000,4,2.5,2800,9538
279000,2,1,670,6300
290256,3,2.25,1720,7885
355000,3,2.5,2110,4038
263000,3,1.75,1580,9187
880000,6,2.5,2640,3680
426500,4,2.5,2700,6515
735000,3,2.5,2820,8159
720000,4,2.5,3340,8930
265000,3,2.5,1530,6000
840000,4,3.5,3840,85728
657500,3,2,2320,10960
850000,5,2,2310,13430
436110,3,2.5,1770,1235
589900,2,3,3160,66646
620000,3,1.5,1620,6630
254000,4,2,1510,4235
375000,3,1.75,960,8106
455000,4,2.25,1740,8449
445000,4,2,1470,8395
568500,4,2.5,2460,4200
352500,3,1.75,1170,8182
342500,2,1.75,1210,7507
299950,3,2.5,1870,7942
425000,3,2.5,1950,5689
561000,4,2.5,2570,5250
455500,3,2,1460,10311
400000,3,2.5,2970,23100
443500,4,2.5,2040,21781
1234582,5,3.25,3240,6551
370000,4,2.75,3150,67518
475000,3,2.25,1820,8008
580000,4,2.5,2130,35752
518000,3,1.5,1430,8000
525000,3,2.5,2030,6970
236000,4,2.75,2000,5827
278500,4,2.25,1940,6206
205425,2,1.75,880,6780
248000,3,1,950,9400
505000,3,2.25,1670,1596
657500,3,2.5,2670,10496
670000,3,2.5,2700,1438
202000,1,1,590,833
440000,4,2.25,2160,8119
690000,4,2.5,2700,8810
375000,6,2.25,3206,5793
291000,3,1.75,1560,9788
230000,3,1.75,1400,6956
850000,4,3.25,3090,6744
84350,4,2,2630,16475
12899000,3,2.5,2190,11394
2110000,4,1,2100,9200
2199900,4,1.5,1120,5427
188000,4,2.75,3260,19542
26590000,3,2,1180,7793
7800,2,1,780,16344
237227.8571,4,2.5,2200,9397
117833.3333,3,1,1340,306848
0,3,1.75,1490,10125
744312.5,4,2.5,2800,5900
0,4,2.75,2600,5390
0,6,2.75,3200,9200
0,5,3.5,3480,36615
439333.3333,3,3.5,3020,4082
280000,3,2.25,1970,11088
0,5,1.5,1500,7112
0,4,4,3680,18804
176225,3,2,1570,7200
500324,3,2.5,2280,2289
444845,3,2.5,1600,3573
330000,3,3,1680,1570
292285.7143,3,1.75,1890,13860
160000,2,1,520,22334
274333.3333,3,2.25,1780,191228
537500,4,3,2920,33976
232333.3333,3,2.25,2430,73151
237333.3333,3,2.75,3010,1842
346750,3,1,1620,30736
0,2,2.5,2200,188200
1020000,3,2.25,2950,78843
0,4,2.25,2170,10500
254000,3,1.5,1770,17208
238750,3,1,1830,8209
268971.875,4,2.5,2380,7066
642000,4,2.5,2550,10000
571986.1111,3,2.5,3720,11610
0,5,4.5,4630,6324
0,5,4,4430,9000
554250,3,2.5,1490,1709
0,4,4.5,5030,11023
0,4,1.5,2180,22870
107500,4,1.5,1590,131551
300000,3,2,1510,7066
0,4,3.5,4210,10308
540833.3333,3,2,1640,9972
274750,4,2.5,1840,1562
148612.5,3,1,1040,5000
326428.5714,3,1,1250,4800
0,5,3.25,3690,12353
135333.3333,4,1,1530,7200
577437.5,4,2.5,2110,3750
440825,3,1.75,2150,4333
195000,5,3.75,5340,10655
257500,4,1.75,2420,7672
692000,4,3.25,5010,34460
176400,2,1,910,9612
193000,3,1.5,2200,5000
646212.5,4,2.5,3430,64441
268971.875,4,2.5,1860,6687
0,4,3.75,3300,4545
317061.875,3,1.75,1280,10716
83300,3,2,1490,7770
0,5,2.25,2880,11965
266066.6667,4,1,1310,5200
342246.4286,4,2.5,1980,7403
0,5,2.25,2000,7900
0,3,3,1860,7440
0,4,3,1990,6180
240015.3333,4,2.25,1720,8300
83300,3,2,1370,78408
316850,4,3,4060,35621
259585.5714,4,2.5,1960,9898
328211.9048,4,2.5,1720,9600
673476.8182,4,2.5,2740,12899
0,4,1,1360,13372
425000,3,2.5,1870,5449
127160,2,1,720,4222
341750,3,2.25,2180,7741
178650,3,1.5,1430,8960
87500,2,1,780,6685
282508.8889,3,1,1180,5002
450385.7143,3,2,1300,3731
435000,4,3,4260,18000
532500,2,1.75,2050,11900
408900,3,1.75,2930,19876
156766.6667,2,1,1500,4120
452500,5,3.5,5960,13703
308830.7692,2,1,810,4800
484991.6667,4,2.75,2320,4344
287919.7826,2,1,1090,5000
247875,2,1,1000,4776
309487.5,3,2.5,2260,19821
173666.6667,4,1,1290,5000
237481.25,3,2,2120,7560
326983.3333,3,2.25,1490,4522
790000,4,2.5,2310,5100
0,1,1,720,6000
678333.3333,3,2.5,1840,3035
542804.75,5,2.75,2910,36250
723243.75,4,2.75,3270,12880
667781.25,5,2.75,3040,10257
108333.3333,3,1,1200,9936
0,5,2.75,2740,5616
535000,4,2.25,2290,5350
596165.4286,4,2,2580,6000
269187.5,3,1.75,1590,27200
148612.5,3,1,1040,6860
0,3,1,1300,6710
0,5,2.5,2090,4698
341166.6667,5,2.75,2670,3800
132500,4,1,1540,115434
557125,4,2.75,3370,12447
228944.4444,3,1.75,1730,11325
592105.7143,3,2.5,1640,29970
535000,4,2.25,2980,8051
420642.8571,3,2,1330,8100
132250,4,2.25,2192,12128
237227.8571,4,2.5,2068,7242
440825,3,1.75,1980,6250
2560498.333,3,2.5,1710,1664
423050.9259,2,1,890,4590
1337044.2,4,3.5,4280,9583
315368.7,3,2.5,3080,12476
417985.7143,4,2.25,2070,7500
723243.75,4,2.75,3010,7215
259950,4,2,2030,9300
0,4,3.75,4060,19290
237333.3333,3,2.75,2340,16500
426090,3,2.5,2340,5957
458663.8889,2,1,1470,7137
812650,4,2.5,3700,21755
135333.3333,4,1,1200,7200
0,5,2.75,2910,53898
0,5,2,1910,7200
0,3,2.5,2880,13500
0,5,2.75,3240,6863
387884.6154,3,1.75,1590,8219
437500,5,3.5,3690,11928
641633.3333,3,2.5,2480,5137
681965.7813,4,2.5,2683,40386
229629.5,2,1,1100,8281
0,4,1,2080,3500
210614.2857,3,2.5,2210,10119
790000,4,3.25,2420,4000
435500,3,3.5,1240,1666
738190.8571,3,2.5,2300,3060
497333.3333,3,1.75,1760,12874
300000,3,2,2020,8555
1036200,4,3.25,2500,5801
163785.7143,2,1,760,5500
351250,4,1.75,1580,5340
645325,3,2.5,2670,10481
171224.8,3,1,1140,8366
0,5,3.75,3870,8225
540000,3,2.75,2750,18029
233166.6667,3,2,1570,7000
329333.3333,3,1.75,1160,22470
225279.4286,3,2.25,2110,7665
331366.6667,3,2.5,1270,2509
460886.9231,4,2.5,3250,4500
337945.75,2,1,940,9839
0,4,1.5,2310,68824
243069.2308,3,1,1130,12519
0,6,3,3020,13783
690408.6207,4,2.5,3210,14910
592105.7143,3,2.5,2650,40705
220083.3333,3,1.75,1150,8079
280000,3,3,3910,19023
297857.1429,4,2.5,3490,5000
950833.3333,5,3,3330,19126
323833.3333,4,1,1940,5753
309000,3,2.5,1800,2700
248400,3,1.75,1880,11249
994500,4,2.25,2870,6280
0,4,2.5,1960,11600
0,4,1,1810,7500
0,2,2.25,1490,6770
0,3,4.5,5230,17826
288500,5,2.5,3390,9760
379509.1667,2,1,880,6413
180785.7143,2,1,2550,21675
950100,4,2.5,3160,13194
0,4,5,4550,18641
542500,5,2.75,3831,13800
362750,2,1.75,1240,3000
234975,4,2.75,2520,14021
672500,4,2.25,2420,10200
391400,4,1.75,1250,7400
0,3,2.75,1310,7300
198995,3,1,1410,8053
278900,3,1,990,9798
171758.3333,3,1,1000,8512
325187.5,3,1.75,2000,7560
190368.75,2,1,1120,5650
375000,5,3.25,3370,7947
216000,3,2.75,2210,4000
0,5,3.5,2640,6895
360500,3,2.5,1150,887
677099.5652,4,2.5,2150,27540
405125,4,2.75,4230,31747
289987.5,3,1.75,1570,15330
264270,3,2.5,1630,7700
602761,4,2.5,2770,10274
251555.5556,3,1,1750,7800
214750,3,1.5,1090,8160
258125,2,1,930,7740
0,4,2,2100,4857
677099.5652,4,2.5,2540,38677
0,2,1,810,8424
0,2,1.5,1520,8040
167500,1,1,690,1950
471500,4,3,2370,3672
0,4,4.25,3500,8750
464600,2,1,840,3400
132250,4,2.25,1830,8734
433111.1111,3,2.25,1370,1524
542500,5,2.75,2520,16100
0,2,2.25,2130,4920
368112.5,4,2.5,2590,8483
673476.8182,4,2.5,1820,20011
558653.8462,3,2.5,1530,3210
0,4,2.5,4080,18362
168333.3333,2,1,1050,6600
268971.875,4,2.5,1954,4805
318000,2,1.75,1530,3503
550607.1429,4,2,1660,4800
1288333.333,6,4.5,3830,4800
584000,3,1.75,1490,1036
0,3,1,1520,9030
0,5,6.25,8020,21738
245000,3,3,2470,7410
287919.7826,2,1,870,4600
672500,4,2.25,2110,12653
454790,2,1.75,1990,4000
282508.8889,3,1,1560,7552
473200,3,1.5,1740,4200
406062.5,2,1,1290,4650
282766.6667,4,2,1700,8640
486445.8333,3,1.75,1880,10032
486895,3,1,1890,3330
430277.7778,3,2.25,1620,1075
229629.5,2,1,770,8149
0,4,2.25,2890,18226
182805,3,1,1040,8892
380680.5556,4,2.5,2620,8331
396166.6667,3,1.75,1880,5752
252980,4,2.5,2530,8169
289373.3077,3,2.5,2538,4600
210614.2857,3,2.5,1610,7223
308166.6667,3,1.75,1510,6360
534333.3333,3,2.5,1460,7573
416904.1667,3,2.5,3010,7014
203400,4,2,2090,6630
220600,3,2.5,1490,8102
